Content Area,PVALUE,Biserial,A,B,C,ICC0,ICC1,ICC2,ICC3,ICC4,ICC5,ICC6,ICC7,ICC8,ICC9,ICC10,ICC11,ICC12,ICC13,ICC14,ICC15,ICC16,ICC17,ICC18,ICC19,ICC20,ICC21,ICC22,ICC23,ICC24,ICC25,ICC26,ICC27,ICC28,ICC29,ICC30,ICC31,ICC32,ICC33,ICC34,ICC35,ICC36,ICC37,ICC38,ICC39,ICC40,IIF0,IIF1,IIF2,IIF3,IIF4,IIF5,IIF6,IIF7,IIF8,IIF9,IIF10,IIF11,IIF12,IIF13,IIF14,IIF15,IIF16,IIF17,IIF18,IIF19,IIF20,IIF21,IIF22,IIF23,IIF24,IIF25,IIF26,IIF27,IIF28,IIF29,IIF30,IIF31,IIF32,IIF33,IIF34,IIF35,IIF36,IIF37,IIF38,IIF39,IIF40,
Geometry,0.68,0.62,1.3886,-0.2446,0.21912,0.2313154242,0.234498543,0.2384915478,0.2434883236,0.2497221925,0.2574699582,0.2670539583,0.2788404501,0.2932320745,0.310651652,0.3315144817,0.3561870635,0.3849323033,0.4178451309,0.4547877997,0.4953395347,0.5387779854,0.5841070752,0.6301358706,0.6755982065,0.7192889527,0.7601867416,0.7975379298,0.8308898812,0.8600767711,0.8851717766,0.9064231229,0.9241891258,0.9388821086,0.950925633,0.9607254303,0.9686521073,0.9750328253,0.9801491746,0.9842389269,0.9874999305,0.9900949593,0.9921567563,0.9937928325,0.995089796,0.9961171224,0.0045166971,0.0070553704,0.0109499956,0.0168605745,0.025713051,0.038761522,0.0576292724,0.0842956753,0.1209837005,0.1698991626,0.2327893147,0.3103354148,0.4014723401,0.5028197607,0.6084723096,0.7103765811,0.7993829252,0.8668173625,0.9061680798,0.9143625279,0.892222435,0.8439916367,0.7761745261,0.696122824,0.6107924283,0.5259211479,0.4456744851,0.3726641457,0.3081901994,0.2525708429,0.2054667336,0.1661516168,0.133714085,0.107194516,0.0856695927,0.0682984653,0.0543429893,0.0431717119,0.0342545151,0.02715254,0.0215062993,2.1104875546
Geometry,0.682,0.618,1.3207,-0.2505,0.22587,0.2408146504,0.2444860606,0.2490318986,0.2546455018,0.2615549878,0.2700252734,0.2803577378,0.2928860582,0.3079663848,0.3259598367,0.3472055402,0.3719834021,0.4004678124,0.4326765856,0.4684232112,0.5072837312,0.5485904505,0.5914615035,0.6348676367,0.6777273207,0.7190124026,0.7578429984,0.7935539094,0.825723785,0.854168491,0.8789077668,0.9001173862,0.9180781126,0.933129483,0.9456326872,0.9559437135,0.9643959366,0.9712903629,0.9768915154,0.9814271294,0.9850901899,0.988042232,0.990417167,0.9923251653,0.9938563227,0.9950839679,0.0059226332,0.0090082898,0.0136079663,0.0203868948,0.0302415929,0.0443350261,0.0641032531,0.0912067253,0.1273944019,0.174252913,0.2328328595,0.303183853,0.3838847743,0.4717093072,0.5615909,0.6470158785,0.720864893,0.7765637139,0.8092582558,0.8166755323,0.7994178933,0.7606333594,0.7052154189,0.6388112178,0.5669154049,0.494228727,0.4243338657,0.3596433942,0.301528752,0.2505373342,0.2066271533,0.1693768689,0.1381527487,0.1122298259,0.0908728172,0.0733854593,0.0591369961,0.0475732399,0.0382179103,0.0306683327,0.0245882549,2.0368992264
Geometry,0.721,0.583,1.3696,-0.3004,0.28906,0.3023956308,0.3058094565,0.3100708759,0.3153753916,0.3219552609,0.3300817734,0.3400648583,0.3522482778,0.366998227,0.3846829614,0.4056414417,0.4301403324,0.458321387,0.4901452877,0.5253426098,0.5633859423,0.6034968592,0.6446955296,0.6858897534,0.7259877991,0.7640111389,0.7991832162,0.8309787103,0.859130186,0.883599987,0.9045310898,0.9221909364,0.9369188771,0.94908326,0.9590501679,0.9671631272,0.9737317699,0.9790270703,0.9832809799,0.9866887211,0.9894124751,0.9915856167,0.9933169667,0.994694763,0.9957902062,0.9966605291,0.0044002793,0.0068304396,0.0105354054,0.0161236668,0.0244426862,0.036630981,0.0541479511,0.0787502921,0.1123728619,0.1568699676,0.2135917549,0.2828200145,0.3631673471,0.4511299262,0.5410290388,0.6255253368,0.6967194818,0.7476110909,0.7734917409,0.7728218119,0.7473243249,0.701331376,0.6406771619,0.5715247697,0.4994349199,0.42881821,0.3627570376,0.3030942459,0.250665287,0.205573484,0.1674453114,0.1356362433,0.1093806667,0.0878917449,0.0704219038,0.0562950019,0.0449195958,0.0357904792,0.0284835641,0.0226474712,0.0179939347,1.7183535759
Geometry,0.379,0.434,0.6876,0.9199,0.1078,0.1362427575,0.1396439348,0.1434350446,0.147656588,0.1523522289,0.1575687772,0.1633560901,0.1697668731,0.1768563558,0.1846818203,0.193301954,0.2027760055,0.2131627194,0.224519035,0.2368985409,0.2503496904,0.2649137983,0.280622862,0.2974972702,0.3155434915,0.3347518581,0.3550945822,0.3765241579,0.3989723068,0.4223496136,0.4465459741,0.4714319344,0.4968609407,0.5226724542,0.5486958104,0.5747546394,0.6006716092,0.6262732239,0.6513944034,0.6758825927,0.6996011914,0.7224321593,0.7442777196,0.7650611567,0.7847267634,0.8032390449,0.0088047564,0.0107251967,0.013018331,0.0157419193,0.0189583769,0.0227338976,0.0271371565,0.0322375434,0.0381028919,0.0447966938,0.0523748158,0.0608817694,0.0703466284,0.0807787298,0.0921633461,0.1044575634,0.1175866494,0.1314412366,0.1458756694,0.1607078725,0.1757210654,0.1906675786,0.2052749117,0.2192540044,0.2323094878,0.2441514601,0.2545081087,0.2631383272,0.2698433713,0.274476605,0.2769505017,0.277240297,0.275384,0.2714788207,0.2656744111,0.2581635973,0.2491714645,0.2389437248,0.227735259,0.2157995894,0.2033798485,1.583068374
Geometry,0.261,0.291,2.2284,1.5158,0.20037,0.2003713131,0.2003719178,0.2003728012,0.2003740914,0.2003759758,0.2003787282,0.2003827483,0.2003886199,0.2003971958,0.2004097214,0.2004280153,0.2004547339,0.2004937556,0.2005507435,0.200633965,0.2007554864,0.2009329132,0.2011919199,0.2015699212,0.2021213845,0.2029254796,0.204097026,0.2058020018,0.2082791897,0.2118697069,0.2170558505,0.2245092086,0.2351440174,0.2501632783,0.2710698875,0.2995929543,0.3374591607,0.3859473243,0.4452469063,0.5138225138,0.5881773145,0.6633728599,0.7342471336,0.7967498822,0.8487180218,0.8898527643,1.544404E-10,3.294704E-10,7.028629E-10,1.4994203E-09,3.1987026E-09,6.8237175E-09,1.4556716E-08,3.1052656E-08,6.6240534E-08,1.4129731E-07,3.0138531E-07,6.4280358E-07,1.3708433E-06,2.9230022E-06,6.2311894E-06,1.32791E-05,2.82847E-05,6.02044E-05,0.0001280129,0.0002717845,0.0005757638,0.0012158653,0.0025558547,0.0053373703,0.0110417996,0.0225420366,0.0451778653,0.0882861611,0.1668098731,0.3017027212,0.5166309071,0.828199249,1.2298852036,1.6769945361,2.0867114259,2.363584613,2.4417204509,2.3155571461,2.0365352586,1.6818114948,1.3208072449,1.1411495644
Geometry,0.593,0.608,1.1021,-0.6515,0.22762,0.284788021,0.2955331245,0.3080706642,0.322610679,0.3393541905,0.3584788594,0.380121323,0.4043570733,0.4311796002,0.4604814372,0.4920404611,0.5255149863,0.5604505535,0.5962997233,0.6324538593,0.6682833747,0.7031809746,0.7366017117,0.7680944349,0.7973211764,0.8240635424,0.8482174813,0.8697793644,0.8888269228,0.9054983784,0.9199723782,0.9324504266,0.9431426521,0.9522570768,0.9599921232,0.9665318597,0.9720434093,0.9766759643,0.9805609257,0.9838127736,0.9865303705,0.9887984813,0.9906893572,0.9922642871,0.9935750548,0.9946652708,0.0483023338,0.0647009371,0.0855498797,0.1114988343,0.1430330429,0.1803443003,0.2231929254,0.2707852465,0.321698379,0.3738850909,0.4247830278,0.4715334633,0.5112879364,0.541553892,0.5605126437,0.5672431105,0.5618052277,0.5451717168,0.5190337525,0.4855322086,0.4469743081,0.4055863125,0.3633332031,0.3218147503,0.2822304602,0.2453964276,0.2117945998,0.1816371687,0.154933252,0.1315497966,0.1112626544,0.0937966501,0.0788552235,0.0661411192,0.0553699035,0.0462780342,0.0386269893,0.0322046758,0.0268250546,0.0223266753,0.0185706094,1.0365738991
Geometry,0.666,0.544,0.7933,-1.0649,0.22565,0.3966290952,0.4152697601,0.4352367613,0.4564763039,0.4789030694,0.5023993174,0.5268156141,0.5519733779,0.5776692701,0.6036812769,0.629776137,0.6557176071,0.6812749533,0.7062310269,0.7303893352,0.7535796455,0.7756618309,0.7965278603,0.8161020144,0.8343395546,0.8512241662,0.86676454,0.8809904563,0.893948691,0.9056990109,0.9163104498,0.9258579954,0.9344197533,0.9420746085,0.9489003697,0.9549723552,0.9603623708,0.9651380182,0.9693622765,0.9730933018,0.9763843948,0.9792840948,0.9818363623,0.9840808243,0.9860530557,0.9877848821,0.1348913092,0.1535644112,0.1728887321,0.192428319,0.2116793415,0.230092885,0.2471045155,0.2621683198,0.2747922246,0.2845709056,0.2912126473,0.2945571563,0.2945824834,0.2914006524,0.2852430639,0.2764379508,0.2653829142,0.2525157833,0.2382867453,0.2231340435,0.2074646968,0.1916408502,0.1759716437,0.1607099654,0.1460531497,0.132146576,0.1190891566,0.1069398407,0.0957244357,0.0854422384,0.0760721393,0.067578008,0.0599132774,0.0530247249,0.0468555003,0.0413474778,0.0364430264,0.032086293,0.0282240871,0.024806451,0.021786984,0.6154143867
Geometry,0.412,0.329,0.3673,0.4407,0.07023,0.2365331044,0.2452317163,0.254275634,0.2636671489,0.2734073261,0.2834959023,0.2939311896,0.3047099854,0.315827491,0.327277241,0.3390510456,0.3511389476,0.3635291962,0.3762082389,0.3891607343,0.4023695847,0.415815992,0.4294795346,0.443338268,0.4573688458,0.4715466624,0.4858460144,0.500240279,0.5147021073,0.5292036291,0.5437166659,0.5582129501,0.5726643439,0.587043058,0.6013218628,0.6154742919,0.6294748323,0.6432991002,0.6569239991,0.6703278583,0.6834905502,0.6963935867,0.7090201925,0.7213553556,0.7333858576,0.7451002812,0.0402634774,0.04251419,0.0448060764,0.0471313856,0.0494815889,0.0518474057,0.0542188412,0.0565852386,0.058935345,0.0612573912,0.0635391869,0.0657682275,0.067931816,0.070017194,0.0720116839,0.0739028374,0.0756785889,0.0773274113,0.0788384689,0.0802017669,0.0814082918,0.0824501401,0.083320632,0.0840144082,0.0845275046,0.0848574069,0.0850030794,0.0849649708,0.0847449953,0.0843464891,0.0837741456,0.0830339293,0.0821329712,0.0810794496,0.0798824586,0.0785518671,0.0770981725,0.0755323534,0.0738657214,0.0721097784,0.0702760795,0.5076910871
Numbers and Operations,0.483,0.629,1.8935,0.3422,0.16047,0.1609160146,0.16108526,0.1613186626,0.1616404843,0.1620841094,0.1626954263,0.1635374217,0.1646963802,0.166290179,0.1684792479,0.1714807892,0.175586737,0.1811855193,0.1887866972,0.1990455878,0.2127815107,0.2309779356,0.2547459208,0.2852262319,0.3234065919,0.369848854,0.4243655586,0.4857497575,0.5517078621,0.619112213,0.6845532395,0.7450019608,0.7983245573,0.8434825342,0.8804245574,0.9097988373,0.9326323941,0.9500709928,0.9632105557,0.9730104411,0.9802640365,0.9856027293,0.9895157437,0.9923750731,0.9944598002,0.9959772994,1.52497E-05,2.89825E-05,5.50476E-05,0.0001044642,0.0001980076,0.0003747059,0.0007075097,0.0013318443,0.0024967612,0.0046544264,0.0086115242,0.015773403,0.0285108195,0.050652967,0.0880311489,0.1488373553,0.2433326163,0.3822563522,0.5734026043,0.8165300499,1.0981005565,1.388758804,1.6467664467,1.8284779409,1.90253102,1.8606959201,1.7193012208,1.5110292715,1.2726239218,1.0349420706,0.8184038673,0.6331606745,0.4816907043,0.3618332104,0.2692305128,0.1989210737,0.1462116312,0.1070601701,0.0781741926,0.0569659962,0.0414500247,8.2169962721
Numbers and Operations,0.557,0.63,1.5418,0.2962,0.22878,0.23065167,0.2312107914,0.2319362531,0.2328770726,0.2340963915,0.2356753269,0.2377177241,0.2403559175,0.2437575392,0.2481332727,0.2537451878,0.2609148524,0.2700297336,0.2815454244,0.2959799982,0.3138955033,0.3358608119,0.3623907241,0.3938597963,0.430397033,0.4717791134,0.5173518267,0.5660147736,0.6162952165,0.666510956,0.7149883632,0.7602780886,0.8013119969,0.8374698904,0.8685583163,0.894728649,0.916369525,0.9340025217,0.9481977999,0.9595151193,0.9684682928,0.975507848,0.9810161346,0.9853099777,0.9886472803,0.9912351931,0.0001349724,0.0002269418,0.0003810589,0.0006387125,0.0010681523,0.0017811208,0.0029588847,0.0048919958,0.0080390332,0.0131094535,0.0211728293,0.0337884435,0.053131952,0.0820671978,0.124074076,0.1829120877,0.2619045097,0.3628106956,0.4844390901,0.6214086654,0.7636707038,0.8973718247,1.007237233,1.0799554241,1.1074106399,1.0884998181,1.0288654039,0.938835317,0.8305708717,0.7155056314,0.6027264211,0.4983934449,0.4059303584,0.32661153,0.2602441009,0.20576877,0.1617114483,0.1264843438,0.0985647784,0.0765867992,0.0593764443,5.2050034632
Numbers and Operations,0.556,0.687,1.4766,0.1523,0.15883,0.1626002762,0.163669948,0.1650408475,0.1667963509,0.1690419809,0.1719106921,0.1755690373,0.1802240974,0.1861308425,0.1935992267,0.2029997741,0.2147656466,0.2293882254,0.247402229,0.2693557023,0.2957605286,0.3270214087,0.3633464914,0.404651193,0.4504764879,0.4999497003,0.5518135972,0.6045344844,0.6564748715,0.7060919004,0.752112253,0.7936438349,0.8302085274,0.8617056897,0.8883317989,0.9104844014,0.9286720854,0.9434424686,0.9553317112,0.9648336749,0.9723844343,0.9783574614,0.9830654622,0.9867658485,0.9896677948,0.9919396058,0.0006520112,0.001066074,0.0017380918,0.0028234538,0.0045656403,0.0073406232,0.0117182974,0.0185424631,0.0290258898,0.0448471219,0.0682198001,0.1018847066,0.1489556613,0.2125453774,0.2951233605,0.3976288747,0.5184774537,0.6527336901,0.7918200644,0.9241125073,1.0365689084,1.1171521407,1.1573873814,1.1541882938,1.1102938881,1.0332188165,0.9332151127,0.8210333062,0.7061542763,0.5958051345,0.4947203963,0.4054129617,0.3286870777,0.2641896161,0.2108850406,0.167411919,0.1323228532,0.1042295103,0.0818790061,0.064184959,0.0502310817,4.5841470425
Numbers and Operations,0.318,0.435,1.2845,1.2182,0.17479,0.1755213545,0.1756996399,0.175921327,0.1761969489,0.1765395771,0.1769654239,0.1774945813,0.1781519269,0.1789682281,0.1799814813,0.1812385264,0.1827969755,0.1847274919,0.1871164433,0.1900689305,0.1937121493,0.1981989755,0.2037115568,0.2104645372,0.2187073281,0.228724557,0.2408335028,0.255376996,0.2727100362,0.2931784199,0.3170882235,0.3446663117,0.3760142978,0.4110614388,0.4495251257,0.4908896733,0.5344134576,0.5791700335,0.6241210847,0.6682102263,0.7104602815,0.7500555454,0.7863952543,0.8191128325,0.8480640175,0.8732927535,1.75934E-05,2.7183E-05,4.19827E-05,6.48075E-05,9.99794E-05,0.0001541208,0.0002373546,0.000365108,0.0005608054,0.0008598492,0.001315442,0.0020069743,0.0030518887,0.0046220624,0.0069657309,0.0104356148,0.0155229363,0.0228950679,0.0334313001,0.0482465312,0.0686870396,0.0962773632,0.1325954026,0.1790578898,0.2366138198,0.305370657,0.3842139785,0.4705166305,0.5600535606,0.6472257167,0.7256379067,0.7889744055,0.8320009838,0.8514436211,0.8465013058,0.81885557,0.7722015411,0.7114694992,0.641970289,0.5686690195,0.4957031737,3.09301845
Numbers and Operations,0.513,0.513,0.9982,0.4732,0.21207,0.2237445916,0.2258659351,0.2283646481,0.2313046821,0.2347595864,0.2388134656,0.2435618322,0.249112255,0.2555846625,0.2631111222,0.2718348722,0.28190834,0.2934898565,0.3067387731,0.3218087319,0.3388389542,0.3579436093,0.3791996231,0.40263367,0.4282095242,0.4558173378,0.4852666599,0.516284967,0.548523055,0.5815678205,0.6149618457,0.6482280189,0.6808964732,0.712530667,0.7427496003,0.7712439123,0.7977847123,0.8222251795,0.8444959449,0.864595881,0.8825801354,0.8985471182,0.9126258113,0.9249643448,0.9357203667,0.9450533985,0.0021933194,0.0030257576,0.0041614015,0.0057030377,0.007783844,0.0105738723,0.0142865203,0.0191840881,0.0255810381,0.0338430602,0.0443795711,0.057627022,0.0740205612,0.0939524556,0.1177173961,0.1454474606,0.1770428615,0.2121081447,0.2499063375,0.2893445986,0.3290031268,0.3672138207,0.4021866603,0.4321714232,0.4556326876,0.4714101762,0.4788368569,0.4777945329,0.4686992557,0.4524231517,0.4301709884,0.4033359606,0.3733588788,0.3416094762,0.3093004841,0.2774370919,0.2467982447,0.2179426821,0.1912314989,0.1668596329,0.1448902518,2.7793349618
Numbers and Operations,0.412,0.44,1.0117,0.9673,0.21105,0.2158126946,0.2167001504,0.217751557,0.2189966294,0.2204702362,0.2222131999,0.2242731822,0.2267056482,0.2295748921,0.2329550925,0.2369313516,0.241600642,0.2470725582,0.253469729,0.2609277017,0.2695940612,0.2796265007,0.2911895245,0.3044494605,0.3195674971,0.336690578,0.3559401951,0.377399442,0.401099111,0.4270040953,0.4550018036,0.4848945717,0.5163980259,0.5491468844,0.5827087733,0.616605391,0.6503390383,0.6834214958,0.7154017481,0.745889294,0.7745706534,0.8012179403,0.8256896723,0.8479250381,0.8679334666,0.8857815137,0.0003917516,0.000548468,0.0007668269,0.0010703945,0.001491313,0.0020731494,0.0028745237,0.0039736269,0.0054736861,0.0075093309,0.0102536257,0.013925251,0.0187949076,0.0251895019,0.0334920769,0.0441348998,0.0575827654,0.0743036898,0.0947250179,0.1191748089,0.1478112645,0.180546733,0.2169768633,0.2563288098,0.2974437475,0.3388070909,0.3786339526,0.4150077459,0.4460580345,0.4701527201,0.4860730245,0.4931403439,0.4912727013,0.4809631129,0.4631884066,0.4392700232,0.4107146801,0.3790617139,0.3457571654,0.3120653024,0.2790193064,2.5347325685
Numbers and Operations,0.473,0.377,1.0094,1.1191,0.27687,0.2802792713,0.2809139194,0.2816659224,0.2825566611,0.2836112827,0.2848593116,0.286335338,0.288079786,0.2901397554,0.2925699274,0.2954335133,0.298803209,0.3027621018,0.3074044487,0.3128362132,0.3191752118,0.3265506764,0.3351019955,0.3449763617,0.3563250297,0.3692979052,0.3840362546,0.4006634649,0.4192740296,0.4399212668,0.4626046919,0.4872583957,0.5137421177,0.5418368369,0.5712464832,0.6016067556,0.6325010404,0.6634822404,0.6940982218,0.7239178727,0.7525546366,0.779684898,0.8050595805,0.8285085085,0.8499381738,0.8693243262,0.0001680691,0.0002357243,0.0003303149,0.0004623687,0.000646401,0.0009023426,0.0012574282,0.001748658,0.0024259572,0.0033561457,0.0046277965,0.0063569779,0.0086937224,0.0118288194,0.0160001612,0.0214973852,0.0286629587,0.0378872468,0.0495946331,0.0642177027,0.0821571443,0.1037267369,0.1290856996,0.1581646879,0.190596168,0.2256636362,0.2622856171,0.2990481042,0.3342922966,0.3662537385,0.3932365172,0.4137956068,0.4268954948,0.4320162758,0.4291891596,0.4189587064,0.4022843196,0.3804041255,0.3546879556,0.3265029857,0.2971080034,1.8807799098
Numbers and Operations,0.491,0.527,0.8669,-0.1879,0.19776,0.2496896504,0.2573236151,0.2659777845,0.2757572896,0.2867687522,0.2991172246,0.3129022749,0.3282131991,0.3451234218,0.3636842565,0.383918329,0.4058131133,0.4293151603,0.4543257019,0.4806983325,0.5082393931,0.5367114895,0.5658402648,0.5953241655,0.6248465424,0.6540890947,0.6827454622,0.7105337501,0.7372069319,0.762560381,0.7864361742,0.8087242009,0.829360443,0.8483230152,0.8656266609,0.8813163965,0.8954609153,0.9081462344,0.91946992,0.9295360958,0.9384513169,0.9463213092,0.9532485126,0.9593303333,0.9646579918,0.9693158553,0.0273494448,0.0345588584,0.0433447379,0.0539254122,0.0665030067,0.0812438891,0.0982554664,0.1175607132,0.1390726529,0.1625718125,0.187690247,0.2139058906,0.2405505524,0.2668337194,0.2918824621,0.3147953395,0.3347056558,0.3508472533,0.3626148151,0.3696108201,0.3716729755,0.3688788722,0.3615281448,0.3501057713,0.335232589,0.3176102049,0.2979671816,0.2770119915,0.2553962386,0.2336895727,0.2123659562,0.1917997178,0.1722691748,0.1539654495,0.1370043009,0.121439185,0.1072742206,0.0944761847,0.082985037,0.0727227642,0.0636005349,1.5940411455
Numbers and Operations,0.573,0.503,1.0618,-0.2493,0.32125,0.3488650332,0.3540642541,0.3601838272,0.3673631743,0.3757536085,0.3855156238,0.3968144426,0.4098134494,0.42466523,0.4415001457,0.460412722,0.48144662,0.5045795508,0.529710074,0.5566486306,0.5851151818,0.6147453019,0.6451054486,0.6757165769,0.7060836171,0.7357270868,0.7642126265,0.791174716,0.816332072,0.8394938669,0.860557476,0.8794995862,0.8963630376,0.9112417493,0.9242656793,0.9355871866,0.9453695724,0.953778084,0.9609733166,0.9671067344,0.9723179377,0.9767332841,0.9804655039,0.9836140035,0.9862656121,0.9884955857,0.0100677809,0.0138950895,0.0190464587,0.025902276,0.0349086002,0.0465645442,0.0613942176,0.0798989712,0.1024877505,0.1293875458,0.1605422169,0.1955154422,0.2334201111,0.2728991975,0.3121790921,0.349204145,0.3818423309,0.4081314648,0.4265203902,0.43605644,0.4364816598,0.4282225634,0.4122838244,0.3900766075,0.3632214489,0.3333629068,0.3020221246,0.2704993348,0.2398258773,0.2107570722,0.1837937132,0.1592200017,0.1371479343,0.1175611205,0.1003538431,0.085363419,0.0723954683,0.0612426198,0.0516976306,0.0435620331,0.0366513719,1.5402610289
Numbers and Operations,0.311,0.265,1.9893,1.4784,0.24414,0.2441458821,0.2441482491,0.2441515685,0.2441562237,0.244162752,0.2441719072,0.2441847461,0.2442027507,0.244227999,0.2442634046,0.2443130521,0.2443826669,0.2444802736,0.2446171155,0.2448089398,0.2450777913,0.2454545081,0.2459821852,0.2467209607,0.2477545888,0.2491993858,0.2512162542,0.2540265377,0.2579323472,0.2633414812,0.2707957875,0.2809991719,0.294836703,0.313368884,0.3377759522,0.3692203749,0.4086018919,0.4562139225,0.5113811117,0.572240339,0.6358484102,0.698684327,0.7573930699,0.8094580304,0.8535379882,0.8894152689,2.144347E-09,4.2172996E-09,8.2941234E-09,1.6311799E-08,3.2079431E-08,6.3087346E-08,1.2406377E-07,2.4396615E-07,4.7972109E-07,9.4321888E-07,1.8543269E-06,3.6449385E-06,7.1630195E-06,1.40723E-05,2.76338E-05,5.42311E-05,0.0001063355,0.0002082486,0.000407146,0.0007941328,0.0015438701,0.0029878104,0.0057460613,0.0109559885,0.0206468554,0.038302561,0.0695909893,0.1230566531,0.2102227842,0.344111349,0.5350666208,0.7836960081,1.0731776035,1.3660595155,1.6109135287,1.7591056598,1.7837365758,1.6892055501,1.5059810308,1.2756798209,1.03637789,1.3203509574
Numbers and Operations,0.43,0.35,0.6431,0.5481,0.2404,0.2845203114,0.289289654,0.2945355468,0.3002968886,0.3066138286,0.313527349,0.321078733,0.3293089051,0.3382576373,0.3479626148,0.3584583655,0.3697750619,0.3819372152,0.3949622952,0.4088593163,0.4236274506,0.4392547332,0.4557169403,0.4729767224,0.4909830762,0.509671231,0.52896301,0.5487677044,0.568983467,0.5894991994,0.6101968707,0.6309541699,0.6516473712,0.6721542695,0.6923570401,0.7121448816,0.7314163198,0.7500810784,0.7680614537,0.7852931701,0.8017257234,0.8173222506,0.8320589887,0.8459243967,0.8589180263,0.8710492228,0.0101414521,0.0121655749,0.0145425795,0.0173185079,0.0205409162,0.0242575224,0.028514449,0.033354049,0.0388123332,0.0449160531,0.0516795391,0.0591014424,0.0671615767,0.0758180991,0.0850052976,0.0946322673,0.1045827374,0.11471627,0.1248709728,0.1348677603,0.1445160691,0.1536207928,0.1619900649,0.1694434052,0.1758196729,0.1809842498,0.1848349179,0.1873059992,0.1883704719,0.1880399614,0.1863626879,0.1834196249,0.179319254,0.1741913854,0.1681805395,0.1614393568,0.154122442,0.1463809477,0.1383581005,0.1301857667,0.1219820617,1.1158982881
Numbers and Operations,0.822,0.603,0.9904,-0.8364,0.0623,0.1781719116,0.1963813812,0.2169141255,0.2398963015,0.2654085604,0.2934711199,0.3240295084,0.3569428079,0.3919764568,0.4288015685,0.4670021873,0.5060909287,0.5455321805,0.5847707296,0.6232626659,0.6605049677,0.6960604346,0.7295755151,0.7607898398,0.7895375844,0.8157418585,0.8394039788,0.8605896947,0.8794142845,0.8960280516,0.9106032731,0.923323191,0.9343732561,0.9439345641,0.9521792501,0.9592675314,0.9653460601,0.9705472722,0.9749894547,0.9787773042,0.9820027956,0.984746226,0.9870773336,0.9890564238,0.9907354552,0.9921590587,0.1996592148,0.2371799123,0.2782346197,0.3221872884,0.3681108909,0.4147849378,0.4607229316,0.5042360912,0.5435350501,0.5768642035,0.602655174,0.6196786954,0.6271706591,0.6249100917,0.6132347234,0.5929917347,0.5654338571,0.5320805861,0.4945684164,0.4545123072,0.4133945066,0.372488867,0.3328212573,0.2951611737,0.2600367195,0.2277644663,0.1984866305,0.1722097229,0.1488407346,0.1282186215,0.1101401607,0.0943801509,0.080706462,0.0688906976,0.0587153106,0.04997797,0.0424938786,0.0360966235,0.0306380191,0.0259872957,0.022029895,0.9856603365
Numbers and Operations,0.635,0.487,0.622,-0.8325,0.16032,0.3495866735,0.3655369938,0.3823726027,0.4000674669,0.4185827722,0.4378664672,0.4578531889,0.4784646199,0.4996103113,0.5211889753,0.5430902275,0.5651967236,0.5873866101,0.6095361835,0.631522636,0.653226759,0.6745354798,0.6953441183,0.7155582745,0.735095282,0.7538851953,0.7718713073,0.7890102201,0.8052715156,0.8206370856,0.8351001937,0.8486643426,0.8613420166,0.873153367,0.884124895,0.8942881782,0.9036786762,0.9123346393,0.9202961344,0.9276041976,0.9343001112,0.940424803,0.946018359,0.9511196394,0.9557659876,0.9599930186,0.1056899895,0.1159184608,0.1262997571,0.1366873191,0.1469200803,0.1568267734,0.1662311817,0.1749581215,0.1828398554,0.1897225739,0.1954725388,0.1999814837,0.2031709001,0.2049949135,0.2054415621,0.2045324175,0.202320617,0.1988875032,0.1943381581,0.1887961868,0.1823981265,0.1752878469,0.167611261,0.1595116016,0.1511254393,0.1425795397,0.1339885852,0.1254537237,0.1170618668,0.1088856247,0.100983757,0.093402012,0.0861742364,0.0793236501,0.0728641969,0.0668019023,0.0611361815,0.0558610641,0.0509663076,0.0464383894,0.0422613717,0.7289530971
Numbers and Operations,0.43,0.384,0.3916,-0.1542,0.03462,0.2531349049,0.2645960536,0.2764636858,0.2887321183,0.3013934434,0.314437444,0.3278515311,0.3416207073,0.3557275576,0.370152272,0.3848726996,0.3998644374,0.4151009527,0.4305537388,0.4461925042,0.4619853919,0.4778992256,0.49389978,0.5099520705,0.5260206563,0.5420699528,0.5580645455,0.5739695024,0.5897506755,0.6053749895,0.6208107099,0.6360276877,0.6509975755,0.6656940142,0.6800927863,0.6941719351,0.7079118506,0.7212953211,0.7343075524,0.7469361572,0.7591711155,0.7710047106,0.7824314421,0.7934479209,0.8040527483,0.8142463831,0.0670218329,0.069931343,0.0728208571,0.075675081,0.0784780289,0.0812131663,0.0838635754,0.0864121415,0.0888417573,0.0911355426,0.0932770751,0.095250627,0.0970414026,0.098635771,0.100021487,0.1011878959,0.1021261143,0.1028291831,0.1032921872,0.1035123388,0.1034890212,0.1032237923,0.102720347,0.1019844413,0.1010237781,0.0998478609,0.0984678187,0.0968962063,0.0951467891,0.0932343139,0.0911742761,0.088982686,0.0866758409,0.0842701081,0.0817817213,0.0792265961,0.0766201651,0.0739772344,0.0713118642,0.0686372713,0.0659657548,0.574767265
